Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class,Transport_Protocol_1,Transport_Protocol_2
0.04,0.218568665,42,48.01844964,70,190,234.3900461,218,0,1,1,1.0,0,False,True
0.0,1.662280702,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
3.0,1.565238095,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
14.1,8.677777778,50,40.03703704,106,4,29.66666667,60,0,2,2,1.0,0,False,True
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.05,0.086666667,16,16.0,44,568,568.0,596,0,1,1,1.0,1,False,True
55.23,28.83652174,200,101.0869565,424,572,114.9130435,796,0,8,8,1.0,0,False,True
0.0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0.0,1,False,True
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.14,0.14,799,799.0,1007,674,674.0,838,0,5,4,0.8,1,True,False
0.0,0.0,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.3,0.218568665,63,48.01844964,91,479,234.3900461,507,0,1,1,1.0,1,False,True
3.0,1.5,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
2.98,1.49,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.04,0.725262759,27,86.91753748,55,48,189.2577616,76,0,1,1,1.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,1.496907994,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
1.92,19.71676471,0,200.6764706,80,0,15937.17647,0,0,2,0,0.0,0,True,False
80.08,24.35,27,37.0,83,52,37.4,136,0,2,3,1.5,0,False,True
0.01,1.5025,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.22,0.251104972,691,682.8950276,899,644,636.8729282,852,0,5,5,1.0,1,True,False
25.6,22.362,77,79.2,189,81,114.9,249,0,4,6,1.5,0,False,True
3.0,1.52,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
32.5,27.20166667,173,180.0,313,127,149.0,295,0,5,6,1.2,0,False,True
0.11,3.85,0,235.0,80,0,4921.666667,80,0,2,2,1.0,1,True,False
0.0,2.134615385,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
64.73,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1,True,False
22.28,28.74833333,81,94.66666667,249,81,84.91666667,249,0,6,6,1.0,0,False,True
0.0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0.0,1,False,True
0.63,0.218568665,44,48.01844964,72,108,234.3900461,136,0,1,1,1.0,1,False,True
28.45,8.073636364,75,43.18181818,159,6,2.545454545,90,0,3,3,1.0,0,False,True
0.24,0.334925373,686,679.5124378,894,632,620.920398,840,0,5,5,1.0,1,True,False
0.03,28.6373384,0,322.0228137,80,0,155675.1635,40,0,2,1,0.5,1,True,False
6.64,8.6875,154,117.0625,442,611,2660.15625,859,0,7,6,0.857142857,0,True,False
0.0,1.674977503,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
22.4,18.1975,81,68.125,249,81,35.75,249,0,6,6,1.0,0,False,True
0.0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0.0,1,False,True
11.01,21.865,50,62.5,106,0,0.0,0,0,2,0,0.0,0,False,True
0.04,0.725262759,27,86.91753748,55,129,189.2577616,157,0,1,1,1.0,0,False,True
2.58,0.725262759,102,86.91753748,186,80,189.2577616,108,0,3,1,0.333333333,0,False,True
23.25,20.98166667,81,75.83333333,249,81,68.16666667,249,0,6,6,1.0,0,False,True
10.99,10.99,50,50.0,106,0,0.0,0,0,2,0,0.0,0,False,True
0.0,1.501777778,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.11,0.839704755,62,106.0653595,118,156,392.7018256,184,0,2,1,0.5,1,False,True
0.4,0.218568665,42,48.01844964,70,95,234.3900461,123,0,1,1,1.0,1,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
2.31,24.47186813,0,309.8901099,120,0,18211.63736,0,0,3,0,0.0,1,True,False
0.03,28.6373384,0,322.0228137,80,0,155675.1635,40,0,2,1,0.5,0,True,False
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.02,0.218568665,44,48.01844964,72,142,234.3900461,170,0,1,1,1.0,1,False,True
0.24,4.803333333,25,37.5,53,2,80.0,30,0,1,1,1.0,0,False,True
0.03,0.218568665,45,48.01844964,73,406,234.3900461,434,0,1,1,1.0,1,False,True
0.04,0.725262759,33,86.91753748,61,81,189.2577616,109,0,1,1,1.0,0,False,True
0.06,0.725262759,34,86.91753748,62,50,189.2577616,78,0,1,1,1.0,0,False,True
0.0,1.49,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.0,1.48875,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.22,0.725262759,36,86.91753748,64,95,189.2577616,123,0,1,1,1.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,2.485714286,0,81.71428571,40,0,7949.714286,40,0,1,1,1.0,0,True,False
0.15,0.725262759,33,86.91753748,61,60,189.2577616,88,0,1,1,1.0,0,False,True
2.43,7.389701789,56,160.9065606,176,0,6069.379722,120,0,3,3,1.0,1,True,False
0.16,7.035222672,35,204.537112,63,866,7085.446694,922,0,1,2,2.0,0,False,True
0.51,0.218568665,45,48.01844964,73,406,234.3900461,434,0,1,1,1.0,1,False,True
0.27,0.27,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
2.84,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0.0,1,True,False
2.99,1.674977503,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.03,0.725262759,28,86.91753748,56,73,189.2577616,101,0,1,1,1.0,0,False,True
0.0,1.5,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.16,7.344285714,25,39.28571429,53,2,2.857142857,30,0,1,1,1.0,0,False,True
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.17,3.908,25,40.0,53,2,44.4,30,0,1,1,1.0,0,False,True
4.55,4.923761855,144,210.5742887,256,1550,5065.317176,1774,0,4,8,2.0,0,False,True
0.26,2.722251407,63,78.45028143,271,362,2879.031895,570,0,5,5,1.0,0,True,False
2.46,1.355411481,90,92.436188,298,575,9696.138956,783,0,5,5,1.0,0,True,False
13.92,24.35,52,37.0,136,29,37.4,113,0,3,3,1.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.75,0.218568665,49,48.01844964,77,195,234.3900461,223,0,1,1,1.0,1,False,True
0.07,0.2640539,28,35.32282745,56,225,243.6849378,253,0,1,1,1.0,0,False,True
0.0,1.496552288,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
1.58,1.447,108,92.9,356,1472,3964.3,1720,0,6,6,1.0,0,True,False
2.96,2.240226629,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
1.14,0.449,103,133.3,311,390,9038.3,594,0,5,5,1.0,0,True,False
0.02,0.453709677,0,64.05645161,80,1250,1136.822581,1410,0,2,4,2.0,0,True,False
0.15,0.218568665,44,48.01844964,72,140,234.3900461,168,0,1,1,1.0,1,False,True
0.3,32.14,172,28573.5,380,262,4558.0,390,0,5,3,0.6,1,True,False
0.0,5.082442105,0,249.7873684,40,0,6848.221053,80,0,1,2,2.0,0,True,False
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.37,0.2640539,45,35.32282745,73,128,243.6849378,156,0,1,1,1.0,0,False,True
55.18,51.04875,200,156.25,424,388,135.875,612,0,8,8,1.0,0,False,True
0.0,0.0,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
12.53,6.895714286,50,35.71428571,106,2,2.428571429,30,0,2,1,0.5,0,False,True
10.98,11.07666667,50,50.0,106,0,0.0,0,0,2,0,0.0,0,False,True
0.02,6.473056653,33,214.5072464,61,302,6596.981555,358,0,1,2,2.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0.0,1,False,True
9.68,18.58560606,112,233.2424242,320,1675,6066.522727,1879,0,5,5,1.0,0,True,False
0.0,25.24065972,0,196.5590278,40,0,38785.07639,40,0,1,1,1.0,1,True,False
10.95,25.88666667,50,93.0,106,0,74.33333333,0,0,2,0,0.0,0,False,True
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
27.33,21.82222222,81,74.0,249,81,26.44444444,249,0,6,6,1.0,0,False,True
0.04,0.218568665,63,48.01844964,91,353,234.3900461,381,0,1,1,1.0,1,False,True
3.0,1.552970743,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.0,5.615984,47,5540.112,75,584,6727.8592,640,0,1,2,2.0,1,False,True
34.59,36.26133333,104,104.0333333,272,58,58.2,226,0,6,6,1.0,0,False,True
2.17,7.035222672,86,204.537112,142,626,7085.446694,738,0,2,4,2.0,1,False,True
2.86,5.38,0,259.0,120,0,21676.0,0,0,3,0,0.0,1,True,False
0.09,0.196514286,860,1503.337143,1068,825,2319.577143,1033,0,5,5,1.0,1,True,False
0.0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0.0,1,False,True
0.13,2.462196399,0,23.57119476,168,0,13.67954173,88,0,4,2,0.5,1,True,False
2.99,2.685888689,0,14.15918612,96,0,0.0,0,0,2,0,0.0,1,True,False
2.99,2.330909091,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0.0,1,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0.0,1,False,True
3.0,1.5,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
32.67,30.2775,125,99.375,265,284,96.5,368,0,5,3,0.6,0,False,True
12.28,17.23714286,50,53.57142857,106,0,0.0,0,0,2,0,0.0,0,False,True
3.05,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0.0,1,True,False
0.21,0.839704755,48,106.0653595,104,127,392.7018256,155,0,2,1,0.5,1,False,True
0.0,0.012398725,60,38.84084292,0,105,141.052849,0,0,0,0,0.0,1,False,True
3.0,2.790571809,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.0,0.0,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.0,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
2.91,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0.0,1,True,False
0.34,0.2640539,26,35.32282745,54,135,243.6849378,163,0,1,1,1.0,0,False,True
2.63,5.594897959,0,98.75510204,80,0,16039.5102,0,0,2,0,0.0,0,True,False
0.19,0.218568665,40,48.01844964,68,171,234.3900461,199,0,1,1,1.0,1,False,True
37.99,35.45033333,108,119.8666667,332,108,65.46666667,332,0,8,8,1.0,0,False,True
3.0,1.5,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.46,0.218568665,47,48.01844964,75,385,234.3900461,413,0,1,1,1.0,1,False,True
1.47,8.73,25,33.77777778,53,27,22.11111111,83,0,1,2,2.0,0,False,True
1.2,0.985,107,53.5,275,1661,830.5,1829,0,4,4,1.0,1,True,False
0.2,0.725262759,29,86.91753748,57,90,189.2577616,118,0,1,1,1.0,0,False,True
0.01,1.534444444,0,76.59259259,80,592,552.1481481,752,0,2,4,2.0,0,True,False
0.49,31.59590909,25,95.63636364,53,2,21.40909091,30,0,1,1,1.0,0,False,True
0.75,7.035222672,69,204.537112,125,592,7085.446694,704,0,2,4,2.0,1,False,True
0.31,5.34,58,455.8611111,226,464,13101.97222,588,0,4,3,0.75,1,True,False
21.82,24.354,244,89.6,412,81,11.0,249,0,6,6,1.0,0,False,True
0.0,2.309843137,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
3.0,3.001111111,0,0.0,120,0,0.0,0,0,2,0,0.0,1,True,False
0.0,1.5,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
3.83,18.01,0,173.5,80,0,4495.785714,0,0,2,0,0.0,0,True,False
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,1.43,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
23.89,28.35083333,77,80.0,189,29,13.08333333,113,0,4,3,0.75,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.012398725,60,38.84084292,0,105,141.052849,0,0,0,0,0.0,1,False,True
93.26,5.128403869,185,32.81559855,1598,0,0.0,232,0,12,5,0.416666667,1,True,False
2.89,4.215254237,0,75.74576271,100,0,4460.700565,0,0,2,0,0.0,0,True,False
2.71,24.31584746,163,213.5423729,491,1010,90286.91525,1258,0,8,6,0.75,0,True,False
0.28,0.25625,6,6.0,378,106,106.0,374,0,7,5,0.714285714,1,True,False
10.99,10.99666667,50,50.0,106,0,0.0,0,0,2,0,0.0,0,False,True
0.5,0.725262759,35,86.91753748,63,221,189.2577616,249,0,1,1,1.0,0,False,True
0.09,0.186375,860,762.371875,1068,825,2346.059375,1033,0,5,5,1.0,1,True,False
0.0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0.0,1,False,True
2.96,1.492894737,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,1.505,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
2.98,1.94,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.14,0.77875,0,85.0,80,0,8412.625,40,0,2,1,0.5,1,True,False
3.0,1.552970743,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.0,2.937229648,0,140.1968408,40,0,3232.103281,80,0,1,2,2.0,0,True,False
0.05,0.218568665,42,48.01844964,70,105,234.3900461,133,0,1,1,1.0,1,False,True
0.02,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.07,0.725262759,25,86.91753748,53,53,189.2577616,81,0,1,1,1.0,0,False,True
0.41,2.685888689,181,14.15918612,349,0,0.0,168,0,4,4,1.0,1,True,False
0.0,4.923761855,0,210.5742887,168,683,5065.317176,1702,0,4,8,2.0,1,True,False
0.31,6.647333333,25,38.33333333,53,2,2.8,30,0,1,1,1.0,0,False,True
0.36,0.218568665,48,48.01844964,76,118,234.3900461,146,0,1,1,1.0,0,False,True
10.71,30.90863636,50,104.4545455,106,0,33.09090909,0,0,2,0,0.0,0,False,True
1.05,1.355411481,72,92.436188,280,539,9696.138956,747,0,5,5,1.0,1,True,False
3.0,2.006829268,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
55.27,33.02916667,150,91.16666667,318,6,70.33333333,90,0,6,3,0.5,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.01,0.218568665,56,48.01844964,84,772,234.3900461,800,0,1,1,1.0,1,False,True
22.96,19.844,81,70.2,249,81,70.2,249,0,6,6,1.0,0,False,True
0.69,0.69,138,138.0,222,50,50.0,106,0,3,2,0.666666667,0,False,True
3.01,5.128403869,0,32.81559855,96,0,0.0,0,0,2,0,0.0,1,True,False
3.0,1.985555556,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
3.0,1.5,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.36,0.4143058,60,64.69595782,268,296,9420.550088,504,0,5,5,1.0,0,True,False
0.13,0.121666667,0,0.0,216,0,0.0,112,0,4,2,0.5,1,True,False
22.73,27.07636364,77,144.9090909,189,31,59.81818182,143,0,4,4,1.0,0,False,True
0.01,0.218568665,52,48.01844964,80,204,234.3900461,232,0,1,1,1.0,0,False,True
0.02,0.02,48,60.0,104,153,138.3333333,181,0,2,1,0.5,1,False,True
0.0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0.0,1,False,True
0.06,0.725262759,35,86.91753748,63,179,189.2577616,207,0,1,1,1.0,0,False,True
33.23,34.42090909,75,101.3181818,159,6,21.77272727,90,0,3,3,1.0,0,False,True
15.03,7.971818182,50,36.90909091,106,2,8.636363636,30,0,2,1,0.5,0,False,True
0.03,0.725262759,37,86.91753748,65,69,189.2577616,97,0,1,1,1.0,0,False,True
0.0,18.14395349,0,446.1395349,40,0,14547.25581,40,0,1,1,1.0,1,True,False
1.06,0.218568665,44,48.01844964,72,145,234.3900461,173,0,1,1,1.0,1,False,True
0.09,0.218568665,47,48.01844964,75,252,234.3900461,280,0,1,1,1.0,1,False,True
11.74,19.09153846,52,57.46153846,136,29,33.15384615,113,0,3,3,1.0,0,False,True
0.44,0.218568665,49,48.01844964,77,174,234.3900461,202,0,1,1,1.0,0,False,True
2.94,4.146470588,0,44.94117647,80,0,11142.29412,0,0,2,0,0.0,1,True,False
1.82,1.856666667,22,22.0,50,38,38.0,66,0,1,1,1.0,0,False,True
0.04,0.012398725,43,38.84084292,71,178,141.052849,0,0,1,0,0.0,1,False,True
0.12,0.4143058,60,64.69595782,268,296,9420.550088,504,0,5,5,1.0,0,True,False
3.06,3.008226221,0,4.611825193,92,0,180.1542416,176,0,2,4,2.0,0,True,False
2.9,1.45,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.02,0.218568665,47,48.01844964,75,281,234.3900461,309,0,1,1,1.0,1,False,True
0.52,0.424161491,58,59.8757764,266,1250,1135.192547,1458,0,5,5,1.0,1,True,False
0.6,30.79228571,25,94.4,53,2,42.51428571,30,0,1,1,1.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,1.496907994,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.07,0.164210526,43,45.89473684,71,719,705.7368421,747,0,1,1,1.0,1,False,True
0.71,2.920196078,0,89.80392157,88,0,5549.254902,48,0,2,1,0.5,1,True,False
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.0,1.505,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.69,0.218568665,41,48.01844964,69,104,234.3900461,132,0,1,1,1.0,1,False,True
3.0,2.136666667,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.43,0.576616541,61,65.81954887,269,182,206.1654135,390,0,5,5,1.0,0,True,False
0.1,0.2640539,29,35.32282745,57,498,243.6849378,526,0,1,1,1.0,0,False,True
33.11,28.93333333,100,68.0,212,2,18.33333333,30,0,4,1,0.25,0,False,True
0.0,4.283076923,0,92.46153846,40,0,1229.769231,40,0,1,1,1.0,0,True,False
15.69,6.309191919,207,144.6136364,575,974,4742.222222,1262,0,9,7,0.777777778,1,True,False
55.84,40.068,200,130.0,424,756,287.6,980,0,8,8,1.0,0,False,True
6.08,4.090655738,298,105.7868852,666,1084,319.3934426,1448,0,9,9,1.0,0,True,False
0.11,0.218568665,47,48.01844964,75,185,234.3900461,213,0,1,1,1.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,1.501666667,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.34,0.218568665,48,48.01844964,76,318,234.3900461,346,0,1,1,1.0,1,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
22.3,38.6452381,100,116.3809524,212,215,84.85714286,299,0,4,3,0.75,0,False,True
0.0,0.012398725,38,38.84084292,66,205,141.052849,0,0,1,0,0.0,1,False,True
0.16,0.725262759,30,86.91753748,58,46,189.2577616,74,0,1,1,1.0,0,False,True
0.01,0.218568665,49,48.01844964,77,449,234.3900461,477,0,1,1,1.0,1,False,True
0.05,0.012398725,49,38.84084292,77,213,141.052849,0,0,1,0,0.0,1,False,True
0.0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0.0,1,False,True
0.0,1.505,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.02,0.02,58,58.0,114,93,93.0,121,0,2,1,0.5,1,False,True
0.05,0.218568665,54,48.01844964,82,101,234.3900461,129,0,1,1,1.0,1,False,True
2.23,16.91447154,0,205.1300813,80,0,1326.97561,0,0,2,0,0.0,0,True,False
0.01,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0.0,1,False,True
11.14,11.14,50,50.0,106,0,0.0,0,0,2,0,0.0,0,False,True
0.0,1.674977503,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.1,0.2640539,37,35.32282745,65,460,243.6849378,488,0,1,1,1.0,0,False,True
0.04,0.725262759,27,86.91753748,55,158,189.2577616,186,0,1,1,1.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.22,14.79041667,90,119.7291667,170,0,63518.66667,80,0,2,2,1.0,1,True,False
3.14,9.883780488,68,333.9390244,228,352,17097.79268,552,0,4,5,1.25,1,True,False
2.93,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0.0,1,True,False
33.66,33.37032258,100,100.1290323,212,6,31.80645161,90,0,4,3,0.75,0,False,True
0.01,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
2.9,1.45,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.0,2.036486486,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.86,7.735,61,73.43103448,141,0,3051.741379,80,0,2,2,1.0,0,True,False
55.27,26.90793103,150,81.34482759,318,12,29.89655172,180,0,6,6,1.0,0,False,True
0.29,0.29,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
3.0,1.5,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.06,0.218568665,54,48.01844964,82,204,234.3900461,232,0,1,1,1.0,1,False,True
0.6,0.218568665,47,48.01844964,75,140,234.3900461,168,0,1,1,1.0,1,False,True
3.0,3.0,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.26,0.315,16,16.0,44,568,568.0,596,0,1,1,1.0,1,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.839704755,54,106.0653595,110,345,392.7018256,373,0,2,1,0.5,1,False,True
3.0,3.001190476,0,0.0,120,0,0.0,0,0,2,0,0.0,1,True,False
0.26,0.218568665,46,48.01844964,74,97,234.3900461,125,0,1,1,1.0,1,False,True
0.02,0.218568665,44,48.01844964,72,93,234.3900461,121,0,1,1,1.0,1,False,True
1.28,1.355411481,69,92.436188,277,586,9696.138956,794,0,5,5,1.0,0,True,False
0.07,0.218568665,83,48.01844964,111,250,234.3900461,278,0,1,1,1.0,0,False,True
3.01,2.317708333,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.0,0.0,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
380.02,1182.852927,45,121.9756098,490,50,146.5121951,450,0,10,10,1.0,1,True,False
0.01,0.218568665,43,48.01844964,71,141,234.3900461,169,0,1,1,1.0,1,False,True
0.0,17.15482759,0,103.2413793,40,0,23091.30172,40,0,1,1,1.0,1,True,False
0.0,1.481366906,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
3.0,1.4936,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.0,0.012398725,34,38.84084292,62,100,141.052849,0,0,1,0,0.0,1,False,True
0.25,0.25,103,103.0,131,277,277.0,305,0,1,1,1.0,0,False,True
0.53,0.218568665,46,48.01844964,74,88,234.3900461,116,0,1,1,1.0,0,False,True
0.0,0.839704755,54,106.0653595,110,366,392.7018256,394,0,2,1,0.5,1,False,True
0.16,0.16,56,56.0,112,142,142.0,170,0,2,1,0.5,1,False,True
0.0,1.496552288,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.08,8.484090909,109,262.8181818,189,0,10317.63636,80,0,2,2,1.0,1,True,False
0.0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0.0,1,False,True
3.01,2.685888689,0,14.15918612,96,0,0.0,0,0,2,0,0.0,1,True,False
0.0,1.481188811,0,0.0,96,0,0.0,0,0,2,0,0.0,1,True,False
0.0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0.0,1,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.26,0.537827298,73,84.34818942,321,998,3338.690808,1246,0,6,6,1.0,0,True,False
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.05,0.218568665,67,48.01844964,95,153,234.3900461,181,0,1,1,1.0,1,False,True
33.06,31.47684211,100,96.36842105,212,6,24.31578947,90,0,4,3,0.75,0,False,True
15.4,8.776,54,78.4,166,54,141.4,166,0,4,4,1.0,0,False,True
0.01,0.009987864,45,45.83980583,73,134,140.2451456,162,0,1,1,1.0,1,False,True
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.0,0.012398725,60,38.84084292,0,105,141.052849,0,0,0,0,0.0,1,False,True
53.83,44.27214286,142,119.3571429,310,221,27.64285714,361,0,6,5,0.833333333,0,False,True
13.92,13.92,4,4.0,60,25,25.0,53,0,2,1,0.5,0,False,True
0.57,0.218568665,54,48.01844964,82,159,234.3900461,187,0,1,1,1.0,1,False,True
0.08,0.218568665,43,48.01844964,71,284,234.3900461,312,0,1,1,1.0,1,False,True
64.25,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1,True,False
22.43,35.199375,75,108.0625,159,6,70.0625,90,0,3,3,1.0,0,False,True
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.15,0.159373278,0,0.0,96,0,0.0,40,0,2,1,0.5,1,True,False
0.09,23.33888889,25,63.44444444,53,27,71.33333333,83,0,1,2,2.0,0,False,True
3.0,1.5,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.36,1.275,348,393.5,468,116,190.0,236,0,3,3,1.0,1,True,False
10.97,10.97,50,50.0,106,0,0.0,0,0,2,0,0.0,0,False,True
0.28,0.218568665,47,48.01844964,75,371,234.3900461,399,0,1,1,1.0,1,False,True
2.91,1.755,0,0.0,192,0,0.0,0,0,4,0,0.0,1,True,False
0.05,0.725262759,27,86.91753748,55,87,189.2577616,115,0,1,1,1.0,0,False,True
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.06,7.917,52,44.5,136,27,27.0,83,0,3,2,0.666666667,0,False,True
60.94,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1,True,False
0.0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0.0,1,False,True
0.0,0.380253623,0,0.0,60,0,0.0,80,0,1,2,2.0,1,True,False
32.71,25.47684211,100,84.21052632,212,8,41.73684211,120,0,4,4,1.0,0,False,True
